"id_all","id_inpaper","id_original","year","month","date","ymonth","Headline","paper","wcount","Asahi","Yomiuri","jijistartdate","jijiymonth","cabinet","ldp","politics","codeN","train"
34140,16328,3495,1995,11,24,199511,"地価税下げの方向　山崎・自民政調会長が譲歩示唆","A",287,1,NA,10,199511,0,1,0,NA,0
34204,16358,3531,1995,11,30,199511,"自民、佐々木満委員長を更迭　池田氏招致へ態勢強化　参院宗教委","A",661,1,NA,10,199511,0,1,1,NA,0
34246,16379,3557,1995,12,4,199512,"自民推薦の尾崎吉弘氏当選　和歌山市長選","A",336,1,NA,8,199511,0,1,1,NA,0
34327,17910,5021,1995,12,12,199512,"［政まつりごと］第四部権益の構図（１）亀裂　自民・財界復縁なお距離（連載） ","Y",1884,NA,1,8,199512,0,1,0,NA,0
34400,17947,5078,1995,12,19,199512,"来年度予算　自民の不満に配慮、高い防衛費伸び（解説） ","Y",398,NA,1,8,199512,0,1,0,NA,0
34454,17977,5130,1995,12,24,199512,"自民、１０数選挙区擁立せず　次期衆院選で社・さ候補を支援 ","Y",573,NA,1,8,199512,0,1,1,NA,0
34520,16509,3716,1995,12,30,199512,"新進党幹事長に米沢隆氏　政審会長は羽田氏側から","A",757,1,NA,8,199512,0,1,1,NA,0
34527,18017,5194,1995,12,30,199512,"新進幹事長に米沢氏　政審会長に愛知氏　政務会長は渡部氏 ","Y",778,NA,1,8,199512,0,1,0,NA,0
34528,18018,5195,1995,12,30,199512,"新進党幹事長に就任した米沢氏　村山内閣との対決姿勢表明 ","Y",232,NA,1,8,199512,1,1,1,NA,0
34555,18031,5222,1996,1,3,199601,"衆院選展望　立候補予定１０８６人　自民・新進１９０区で対決／読売新聞社調べ ","Y",812,NA,1,12,199512,0,1,1,NA,0
34577,18044,5243,1996,1,5,199601,"宗教団体の政党創設を禁止　自民党が「基本法案」骨子固める ","Y",470,NA,1,12,199512,0,1,1,NA,0
34587,18050,5251,1996,1,6,199601,"首相就任に意欲　橋本自民総裁が会見 ","Y",294,NA,1,12,199512,1,1,0,NA,0
34591,16539,3757,1996,1,7,199601,"自民党の三塚博氏、入閣の方向　蔵相や外相検討　閣僚人事","A",415,1,NA,12,199512,1,1,1,NA,0
34596,18053,5257,1996,1,7,199601,"「橋本内閣」の人事基本構想　「住専」重視の実行型　蔵・農相は自民ベテランに ","Y",1046,NA,1,12,199512,1,1,0,NA,0
34633,18075,5294,1996,1,10,199601,"「橋本」新内閣　蔵相に自民・保利氏有力　女性の起用も検討 ","Y",799,NA,1,12,199512,1,1,0,NA,0
34651,16569,7,1996,1,12,199601,"橋本内閣が発足　自民主導色強まる　法相は長尾立子氏","A",685,1,NA,12,199601,1,1,0,NA,0
34652,18083,1,1996,1,12,199601,"橋本内閣スタート　衆院選も視野、住専シフト　社・さ党首閣外　自民主導色濃く ","Y",981,NA,1,12,199601,1,1,1,NA,0
34664,18091,15,1996,1,13,199601,"「３党首協議」毎週開催で合意　梶山官房長官と加藤自民幹事長が会談 ","Y",203,NA,1,12,199601,1,1,1,NA,0
34670,16576,16,1996,1,14,199601,"政権争奪　党の差薄れ自己目的化（「自民」復権　連立の新局面：上）","A",730,1,NA,12,199601,1,1,1,NA,0
34678,16580,21,1996,1,15,199601,"もたれあい　官・業との癒着再び（「自民」復権　連立の新局面：中）","A",2961,1,NA,12,199601,0,1,1,NA,0
34717,16598,44,1996,1,19,199601,"社党の新党名、「社会民主党」が有力に　幹事長は佐藤氏か伊藤氏","A",987,1,NA,12,199601,0,1,0,NA,0
34936,16704,171,1996,2,8,199602,"投入の財政資金は「農村の預金者保護」　住専処理で大蔵が自民に資料","A",109,1,NA,9,199601,0,1,0,NA,0
34937,16705,172,1996,2,8,199602,"自民、銀行献金の自粛を検討　橋本首相が見直し指示","A",684,1,NA,9,199601,1,1,0,NA,0
34944,18234,255,1996,2,8,199602,"住専処理法案　自民部会が条件付き了承 ","Y",232,NA,1,9,199601,0,1,0,NA,0
34952,16713,181,1996,2,9,199602,"大蔵改革について与党、チーム設置へ　週明けに幹事長ら協議","A",1780,1,NA,9,199602,0,1,1,NA,0
35020,16747,223,1996,2,17,199602,"河野洋平氏の借金、１億５０００万円余　総裁選へ資金　閣僚資産公開","A",997,1,NA,9,199602,1,1,0,NA,0
35057,18291,346,1996,2,20,199602,"政党助成交付金　自民１３５億、新進９８億、社民５０億円　参院選明暗くっきり ","Y",637,NA,1,9,199602,0,1,1,NA,0
35060,16769,250,1996,2,21,199602,"宗教立法「政教分離」に重点　自民、今国会提出めざす","A",1079,1,NA,9,199602,0,1,1,NA,0
35085,16783,266,1996,2,23,199602,"自民が見直し検討へ　２次支出軽減など浮上　住専処理","A",444,1,NA,9,199602,0,1,0,NA,0
35229,18377,493,1996,3,7,199603,"「住専」与野党折衝は平行線　土井議長が調整へ　自民・新進のトップ会談も ","Y",884,NA,1,8,199602,0,1,0,NA,0
35264,18398,524,1996,3,10,199603,"韓国、政界再編は必至　与党と協調に含み　金大中総裁が読売新聞社と会見 ","Y",463,NA,1,8,199603,0,1,1,NA,0
35368,16911,424,1996,3,20,199603,"ＮＴＴ分割、結論を１年先送り　社・さ同調へ　自民が方針決める","A",112,1,NA,8,199603,0,1,0,NA,0
35402,16928,446,1996,3,25,199603,"自民の厚い基盤崩せず　参院岐阜補選で大野つや子氏が当選","A",439,1,NA,8,199603,0,1,1,NA,0
35582,18564,781,1996,4,10,199604,"住専予算で自民“凍結案”示す　決着きょうに持ち越し ","Y",531,NA,1,12,199603,0,1,0,NA,0
35700,17073,630,1996,4,23,199604,"有事想定、新規立法も　政府・自民が検討開始を確認　社民は反発","A",460,1,NA,12,199604,1,1,0,NA,0
35837,17143,723,1996,5,6,199605,"自民と連立否定　個別政策は連携も　新進党の小沢一郎氏","A",798,1,NA,10,199604,0,1,1,NA,0
35841,18696,996,1996,5,6,199605,"「社さ」と連立解消すれば自民に閣外協力　小沢新進党首が表明 ","Y",550,NA,1,10,199604,0,1,1,NA,0
35862,18706,1010,1996,5,9,199605,"「介護保険」自民案　加入、４０歳以上に　厚生方針と隔たり ","Y",611,NA,1,10,199604,0,1,0,NA,0
35927,18743,1067,1996,5,15,199605,"国際ルール違反国対象にマグロ輸入規制も　自民部会が法案要綱 ","Y",780,NA,1,10,199605,0,1,0,NA,0
35931,17187,790,1996,5,16,199605,"公共料金の決定方式見直し検討、市場原理導入　橋本首相が自民に指示","A",528,1,NA,10,199605,1,1,0,NA,0
35962,18762,1094,1996,5,18,199605,"日米防衛協力の範囲拡大　選挙後「保守政権」で／山崎自民政調会長 ","Y",571,NA,1,10,199605,1,1,1,NA,0
35968,17201,810,1996,5,19,199605,"「新党」「社民」で地方は二分　総選挙の戦い方で全国幹事長調査","A",925,1,NA,10,199605,0,1,1,NA,0
36103,17263,897,1996,5,31,199605,"衆院採決前の自民・加藤氏招致、与党応じる方針　「ヤミ献金」問題","A",1247,1,NA,10,199605,0,1,1,1,1
36137,18857,1251,1996,6,3,199606,"首都機能移転「推進」を「検討」に　自民行革本部、都連の要望入れ修正案 ","Y",456,NA,1,7,199605,0,1,0,NA,0
36147,18863,1263,1996,6,4,199606,"加藤自民幹事長をきょう参考人招致／衆院金融問題等特別委 ","Y",187,NA,1,7,199605,0,1,1,NA,0
36148,18864,1264,1996,6,4,199606,"住専への追加負担で農林系にも検討要請／山崎自民政調会長 ","Y",83,NA,1,7,199605,0,1,0,NA,0
36163,17290,938,1996,6,6,199606,"規模限定し提出へ　自民、都連の意向受け修正　国会等移転改正法案","A",829,1,NA,7,199605,0,1,1,NA,0
36171,18877,1285,1996,6,6,199606,"国会等移転法改正案　都連に大幅譲歩　自民了承、今国会成立の見通し ","Y",658,NA,1,7,199605,0,1,1,NA,0
36246,18920,1350,1996,6,14,199606,"消費税５％、来年４月実施を確認　与党三党幹事長と代表幹事 ","Y",68,NA,1,7,199606,0,1,1,NA,0
36584,19102,1625,1996,7,17,199607,"創価学会、自民支持も　衆院選小選挙区は「人物本位で」　秋谷会長が会見 ","Y",300,NA,1,12,199607,0,1,1,NA,0
36594,19105,1632,1996,7,18,199607,"衆院選　中曽根氏は比例選　小選挙区公認が決着／自民党 ","Y",379,NA,1,12,199607,0,1,1,NA,0
36684,19148,1701,1996,7,27,199607,"「臨時国会で解散」強まる　早ければ１０月初旬　自民大勢、社さも傾く ","Y",1126,NA,1,12,199607,0,1,1,NA,0
36725,19172,1737,1996,7,31,199607,"加藤自民幹事長に慰謝料命令　元後援会長名誉棄損　弁論欠席、争わず／東京地裁 ","Y",632,NA,1,12,199607,0,1,0,NA,0
36771,17575,1358,1996,8,5,199608,"山口県知事に二井関成氏　自民の県連推薦","A",2019,1,NA,8,199607,0,1,1,NA,0
36793,17587,1375,1996,8,7,199608,"自民が受け取り拒否　大蔵改革、与党チーム座長試案","A",1249,1,NA,8,199607,0,1,1,NA,0
36809,17594,1386,1996,8,9,199608,"新進党幹事長に西岡武夫氏　総選挙に向け新体制","A",138,1,NA,8,199608,0,1,1,NA,0
36816,19218,1811,1996,8,9,199608,"新進党幹事長に西岡武夫氏、総務・神崎武法、政審・野田毅氏　総選挙へ挙党体制 ","Y",1080,NA,1,8,199608,0,1,1,NA,0
36864,19242,1857,1996,8,15,199608,"内閣不信任案を検討　加藤自民幹事長の議員辞職要求も／西岡新進幹事長 ","Y",420,NA,1,8,199608,1,1,1,NA,0
36937,19281,1921,1996,8,22,199608,"献金問題で加藤自民幹事長が政倫審に応じる意向 ","Y",243,NA,1,8,199608,0,1,0,NA,0
36958,19290,1938,1996,8,24,199608,"橋本行革具体案　省庁１５前後に再編　執行部門を外庁に／自民行革推進本部 ","Y",1194,NA,1,8,199608,0,1,0,NA,0
36963,17669,1494,1996,8,25,199608,"自民幹事長「対応不足を反省」　沖縄知事は海兵隊削減要請　米軍問題","A",243,1,NA,8,199608,0,1,1,NA,0
36972,19298,1950,1996,8,25,199608,"「林野」の民営化検討　借入残高３兆３０００億　橋本首相、自民に指示 ","Y",353,NA,1,8,199608,1,1,0,NA,0
36974,19300,1952,1996,8,25,199608,"加藤自民幹事長「基地問題で努力不足」　沖縄知事に認める ","Y",982,NA,1,8,199608,0,1,1,NA,0
37015,19323,1991,1996,8,29,199608,"新党さきがけ、武村代表と鳩山代表幹事長が辞任 ","Y",58,NA,1,8,199608,0,1,1,NA,0
37027,17699,1538,1996,8,31,199608,"自民、早期解散論強まる　臨時国会の冒頭にらみ","A",739,1,NA,8,199608,0,1,1,NA,0
37145,17752,1614,1996,9,11,199609,"自民党、銀行に７億円献金要請　「辞退」表明の裏で","A",550,1,NA,6,199609,0,1,1,NA,0
37177,19411,2121,1996,9,13,199609,"社民、衆院全候補者の民主党への参加容認　さきがけは分裂、園田幹事長ら残留 ","Y",370,NA,1,6,199609,0,1,1,NA,0
37189,19417,2131,1996,9,14,199609,"社民全国幹事長会議で、新党「民主党」へ個人参加を説明 ","Y",327,NA,1,6,199609,0,1,1,NA,0
37230,17790,1670,1996,9,19,199609,"公取委型が大勢　自民８役会議が協議　大蔵の金融検査・監督部門分離","A",428,1,NA,6,199609,0,1,0,NA,0
37244,17798,1680,1996,9,20,199609,"与党３党首「自社さ」維持で合意　総選挙は来月２０日","A",1469,1,NA,6,199609,0,1,1,NA,0
37263,17808,1696,1996,9,22,199609,"４分野・１１省庁に再編　統合し首相直轄　総選挙公約へ自民行革案","A",244,1,NA,6,199609,1,1,1,NA,0
37283,17818,1710,1996,9,25,199609,"高校教科書検定の廃止盛る　自民、衆院選挙公約に","A",771,1,NA,6,199609,0,1,1,NA,0
37297,19474,2224,1996,9,26,199609,"自民行革最終案　省庁を１０に半減　複数の無任所相常設 ","Y",653,NA,1,6,199609,0,1,0,NA,0
37302,17824,1721,1996,9,27,199609,"高校教科書の検定廃止を撤回　「あり方検討」に　自民公約","A",381,1,NA,6,199609,0,1,0,NA,0
37353,19504,2266,1996,10,1,199610,"自民、衆院選の公約決まる　年金生活者に給付金　消費税５％は堅持 ","Y",507,NA,1,10,199609,0,1,1,NA,0
37354,19505,2267,1996,10,1,199610,"尖閣諸島と竹島を「日本領」と明記　自民党、衆院選で公約 ","Y",214,NA,1,10,199609,0,1,1,NA,0
37371,19513,2279,1996,10,3,199610,"総選挙　自民に投票が３３％　民主、比例８％で新進に迫る／読売新聞社世論調査 ","Y",1159,NA,1,10,199609,0,1,1,NA,0
37412,19535,2313,1996,10,7,199610,"衆院選出馬予定者「民主党と連立期待」　自民３６、新進４９％／読売新聞社調査 ","Y",1238,NA,1,10,199609,0,1,1,NA,0
37428,19546,2327,1996,10,8,199610,"自民、民主、社民党が衆院比例選名簿を最終決定 ","Y",229,NA,1,10,199609,0,1,1,NA,0
37429,17883,1805,1996,10,9,199610,"小選挙区の「保険」　重複多い自民、民主、社民　総選挙・比例名簿","A",421,1,NA,10,199609,0,1,1,NA,0
37444,19553,2340,1996,10,10,199610,"衆院選序盤情勢　自民、小選挙区で優勢　新進、激しく追う／読売新聞社 ","Y",856,NA,1,10,199610,0,1,1,NA,0
37490,17914,1849,1996,10,16,199610,"自民、過半数の勢い　「衆院選の情勢」朝日新聞社調査","A",1392,1,NA,10,199610,0,1,1,NA,0
37491,19577,2379,1996,10,16,199610,"衆院選終盤情勢　自民、過半数に迫る／読売新聞社２５万人調査 ","Y",1421,NA,1,10,199610,0,1,1,NA,0
37497,17917,1854,1996,10,17,199610,"自社さ継続か、「保保」か（連立はどこへ　選挙後の政権構図：上）","A",176,1,NA,10,199610,1,1,1,NA,0
37531,17931,1876,1996,10,21,199610,"自民復調、首相続投へ　自社さ連立継続めざす　新進後退、民主は維持","A",5685,1,NA,10,199610,1,1,1,NA,0
37532,19601,2421,1996,10,21,199610,"衆院選　自民復調、過半数は届かず　橋本首相続投へ連立調整 ","Y",1267,NA,1,10,199610,1,1,1,NA,0
37535,19604,2424,1996,10,21,199610,"衆院選　自民復調、政権枠組み流動的　民主・社民に参加慎重論 ","Y",755,NA,1,10,199610,1,1,1,NA,0
37537,19606,2426,1996,10,21,199610,"首相指名特別国会１１月７日にも　自民幹部が見通し ","Y",162,NA,1,10,199610,1,1,1,NA,0
37540,17932,1879,1996,10,22,199610,"特別国会召集、来月の上旬に　自民・加藤紘一幹事長見通し","A",1712,1,NA,10,199610,0,1,1,NA,0
37541,17933,1880,1996,10,22,199610,"石油卸商が政界に資金　山崎氏ら自民に　三菱石油２４億円提供問題","A",1150,1,NA,10,199610,0,1,0,NA,0
37551,17937,1886,1996,10,23,199610,"共和の元副社長、加藤幹事長へのヤミ献金認める　９０年の総選挙","A",996,1,NA,10,199610,0,1,1,NA,0
37553,17939,1888,1996,10,23,199610,"自社さ連立「継続を」２８％　総選挙の結果受け朝日新聞社世論調査","A",1157,1,NA,10,199610,0,1,1,NA,0
37581,19630,2461,1996,10,25,199610,"社さ、行革実施に重点　あすから自民と政策協議 ","Y",549,NA,1,10,199610,0,1,0,NA,0
37583,19632,2463,1996,10,25,199610,"「小渕衆院議長」が有力／自民党幹部 ","Y",322,NA,1,10,199610,0,1,1,NA,0
37587,17953,1910,1996,10,26,199610,"新政権の「自民単独」強まる　社民、入閣見送りが大勢","A",399,1,NA,10,199610,1,1,0,NA,0
37592,19635,2468,1996,10,26,199610,"社民、企業献金廃止盛る　自民との政策協議重点項目　在日米軍の削減も要求 ","Y",1091,NA,1,10,199610,0,1,0,NA,0
37602,19641,2476,1996,10,27,199610,"政府と自民が行革担当相を新設へ　推進機関、首相がトップ ","Y",502,NA,1,10,199610,1,1,0,NA,0
37604,19643,2478,1996,10,27,199610,"自民が単独で次期政権　社・さ連立維持を断念、閣外協力へ　国会運営厳しく ","Y",1076,NA,1,10,199610,1,1,1,NA,0
37606,17962,1922,1996,10,28,199610,"総選挙余勢、自民党が底力　岡山県知事選＜解説＞","A",1228,1,NA,10,199610,0,1,1,0,1
37608,17964,1925,1996,10,28,199610,"自民が推す石井正弘氏、江田五月氏を大接戦で破る　岡山県知事選","A",1132,1,NA,10,199610,0,1,1,NA,0
37609,17965,1926,1996,10,28,199610,"自民党、単独政権へ過半数に全力　首相指名投票、社民の対応が焦点に","A",299,1,NA,10,199610,1,1,1,NA,0
37628,17971,1937,1996,10,30,199610,"補正予算の臨時国会提出求める　早期成立へ方針変更　自民党","A",1012,1,NA,10,199610,0,1,1,NA,0
37635,19660,2506,1996,10,30,199610,"３党政策協議　自社さ、きょう合意　外交・安保など一部除外 ","Y",648,NA,1,10,199610,0,1,1,NA,0
37640,17977,1945,1996,10,31,199610,"行政改革、再来年までに法制化　自社さ、政策で最終合意","A",432,1,NA,10,199610,0,1,0,NA,0
37644,19664,2514,1996,10,31,199610,"自民党三役一新へ　加藤幹事長が辞意　橋本首相、新布陣は内閣との結束を重視 ","Y",1078,NA,1,10,199610,1,1,1,NA,0
37645,19665,2515,1996,10,31,199610,"省庁再編は前倒しで実施　自社さ、政策協議で合意 ","Y",894,NA,1,10,199610,0,1,0,NA,0
37651,17982,1953,1996,11,1,199611,"自民・社民・さきがけ、政策合意書に署名　「緩やかな連立」に","A",973,1,NA,9,199610,0,1,1,NA,0
37657,19672,2525,1996,11,1,199611,"自社さ連携を確認　３党首、合意文書に署名 ","Y",454,NA,1,9,199610,0,1,1,NA,0
37685,17998,1975,1996,11,4,199611,"加藤幹事長、留任の方向　社民との連携重視　きょうにも首相と会談","A",774,1,NA,9,199610,1,1,0,NA,0
37697,18005,1984,1996,11,5,199611,"加藤幹事長・山崎政調会長が留任　総務会長は森氏有力　自民三役","A",899,1,NA,9,199610,0,1,0,NA,0
37698,19693,2561,1996,11,5,199611,"加藤幹事長と山崎政調会長が留任　自民三役内定　総務会長は森氏 ","Y",1342,NA,1,9,199610,0,1,0,NA,0
37719,18016,1999,1996,11,7,199611,"「自社さ連携」政権に　第２次橋本内閣きょう発足","A",610,1,NA,9,199610,1,1,0,NA,0
37729,18022,2007,1996,11,8,199611,"自民単独、派閥色再び　第２次橋本内閣が発足","A",1279,1,NA,9,199610,1,1,0,NA,0
37731,19708,2584,1996,11,8,199611,"第２次橋本内閣スタート　行財政改革を重視　３年ぶり自民単独「派閥均衡」戻る ","Y",1315,NA,1,9,199610,1,1,0,NA,0
37753,19720,2604,1996,11,10,199611,"［課題への挑戦　２期目の橋本政権］（中）「自民単独」もろさと強さ（連載） ","Y",1491,NA,1,9,199611,1,1,0,NA,0
37762,19724,2611,1996,11,12,199611,"自民税調会長に林元蔵相の起用内定 ","Y",200,NA,1,9,199611,1,1,0,NA,0
37772,19729,2621,1996,11,13,199611,"臨時国会２９日に召集　自社さの３党が合意 ","Y",275,NA,1,9,199611,0,1,1,NA,0
37790,18051,2048,1996,11,15,199611,"佐々木・秋田県知事、３月にも辞任へ　自民に進退一任　公費乱用問題","A",612,1,NA,9,199611,0,1,1,NA,0
37804,19747,2648,1996,11,16,199611,"旧国鉄債務２８兆円返済　利払い累増防止最優先／政府・自民方針 ","Y",732,NA,1,9,199611,1,1,0,NA,0
37811,19754,2656,1996,11,16,199611,"旧国鉄債務処理問題　無利子で相続税免除の新国債、自民が検討 ","Y",664,NA,1,9,199611,0,1,0,NA,0
37824,18065,2068,1996,11,18,199611,"消費税率上げ、自民・民主は容認が大勢　朝日新聞社が衆院議員調査","A",266,1,NA,9,199611,0,1,1,NA,0
37830,19764,2675,1996,11,18,199611,"公取委・国税庁の折衷型　金融検査監督機関で加藤自民幹事長が意向 ","Y",479,NA,1,9,199611,0,1,0,NA,0
37867,18083,2095,1996,11,22,199611,"金融検査部門を先行　「監督」分離は先送り　大蔵改革で自民方針","A",516,1,NA,9,199611,0,1,0,NA,0
37952,18124,2153,1996,11,30,199611,"法人税率１％下げで調整　「税収中立」で曲折も　大蔵・自民経済団体","A",315,1,NA,9,199611,0,1,0,0,1
37991,18143,2178,1996,12,3,199612,"橋本首相、自民の茶谷容疑者公認「不明をおわび」　衆院代表質問","A",447,1,NA,6,199611,1,1,1,NA,0
38002,18147,2184,1996,12,4,199612,"ＮＴＴ分離・分割は持ち株会社方式を軸に　自民、社さに提案","A",1031,1,NA,6,199611,0,1,0,NA,0
38004,18149,2186,1996,12,4,199612,"固定資産税額、据え置きへ　地価下落を考慮　政府と自民党","A",630,1,NA,6,199611,1,1,1,NA,0
38013,18153,2192,1996,12,5,199612,"「検査・監督とも分離」固まる　政府・自民、法案提出へ　大蔵改革","A",490,1,NA,6,199611,1,1,0,NA,0
38062,19884,2862,1996,12,9,199612,"政府・自民党が会計検査官人事先送り ","Y",157,NA,1,6,199612,1,1,1,NA,0
38069,18182,2231,1996,12,10,199612,"阪神大震災の被災者支援金を助成　復興基金上積み分で　自社さ決定","A",1362,1,NA,6,199612,0,1,0,NA,0
38082,18190,2241,1996,12,11,199612,"「市民活動法案」今国会に　対象団体を広く定義　自社さ、提出で合意","A",122,1,NA,6,199612,0,1,1,NA,0
38097,19903,2892,1996,12,12,199612,"江崎　真澄氏（元副総理、元自民党衆院議員）死去＝訂正あり ","Y",286,NA,1,6,199612,0,1,1,NA,0
38113,18204,2263,1996,12,14,199612,"閣僚資産、平均５億２０００万円　自民単独内閣に復帰し上昇","A",793,1,NA,6,199612,1,1,0,NA,0
38155,18224,2291,1996,12,19,199612,"消費税上げ、特別減税廃止　自民が税制改正大綱を決定","A",302,1,NA,6,199612,0,1,0,NA,0
38162,18225,2292,1996,12,20,199612,"防衛費伸び１．９８％　自社さ３党が合意　来年度予算案","A",842,1,NA,6,199612,0,1,1,NA,0
38194,19955,2971,1996,12,22,199612,"整備新幹線　「北海道」「長崎」先送り　自民が最終調整 ","Y",279,NA,1,6,199612,0,1,0,NA,0
38196,19957,2973,1996,12,22,199612,"自民党が運動方針案で改憲検討盛る　単独政権で復活 ","Y",424,NA,1,6,199612,1,1,1,NA,0
38249,19986,3018,1996,12,27,199612,"自民対抗勢力の結集を目指す　新党「太陽党」の羽田党首が表明 ","Y",304,NA,1,6,199612,0,1,1,NA,0
38286,20004,3050,1996,12,31,199612,"新幹線北海道、長崎ルート　政府・自民が凍結固める ","Y",706,NA,1,6,199612,1,1,0,NA,0
38296,20009,3059,1997,1,1,199701,"政府・自民の行政改革原案判明　６特殊法人を廃止・縮小　民営化も促進 ","Y",1253,NA,1,10,199612,1,1,0,NA,0
38386,20056,3137,1997,1,11,199701,"ロシア船重油流出事故、５億ドルの保険範囲内で補償の意向／タンカー会社総裁 ","Y",147,NA,1,10,199701,0,1,0,NA,0
38582,18428,2583,1997,1,29,199701,"「有取税、廃止か縮小」、政府に求める方針　自民行革本部","A",540,1,NA,10,199701,1,1,0,NA,0
38592,20159,3312,1997,1,29,199701,"官庁への申請手続きを簡素化　自民党が素案 ","Y",225,NA,1,10,199701,0,1,1,NA,0
38815,18541,2742,1997,2,20,199702,"民・社・さ、統一会派結成へ協議　政府・自民へ影響狙う","A",1466,1,NA,8,199702,1,1,0,NA,0
38820,20275,3500,1997,2,20,199702,"社さ太陽と新会派めざす　民主党・鳩山、菅両代表が方針　自民との連立視野に ","Y",1070,NA,1,8,199702,0,1,1,NA,0
38880,18571,2785,1997,2,26,199702,"改正独禁法の施行「来年１月めざす」　自民・山崎拓氏","A",116,1,NA,8,199702,0,1,0,NA,0
38899,20318,3572,1997,2,27,199702,"日銀総裁、「政策説明」要請時に国会出席の義務　法改正案全文を入手 ","Y",749,NA,1,8,199702,0,1,1,NA,0
38912,20325,3583,1997,2,28,199702,"結婚年齢上げ、相続差別廃止　結論先送り／政府・自民党 ","Y",297,NA,1,8,199702,1,1,1,NA,0
38954,20345,3620,1997,3,4,199703,"旅券、免許証などに旧姓使用認める民法改正案を自民提出へ　夫婦同姓制度は維持 ","Y",1214,NA,1,7,199702,0,1,0,NA,0
38967,20353,3632,1997,3,5,199703,"９７年度予算　「経費節減目標」設定へ　社・さ予算案賛成の条件に自民が回答 ","Y",332,NA,1,7,199702,0,1,0,NA,0
38972,18615,2845,1997,3,6,199703,"「情勢は厳しい」　沖縄駐留米海兵隊の削減要求で加藤自民幹事長","A",346,1,NA,7,199702,0,1,0,NA,0
38984,18621,2854,1997,3,7,199703,"地価税率ゼロ固める　譲渡益課税緩和も　自民行革本部９８年度見直し","A",157,1,NA,7,199703,0,1,0,NA,0
39186,18717,2990,1997,3,27,199703,"住都公団９９年に廃止法案　電発は民営化方針　特殊法人改革自民案","A",1057,1,NA,7,199703,0,1,0,NA,0
39201,20478,3850,1997,3,28,199703,"「１１特殊法人を整理」　廃止、民営化を明記／自民行革本部報告 ","Y",697,NA,1,7,199703,0,1,0,0,1
39218,18730,3009,1997,3,30,199703,"社民党説得を断念　自民、過半数確保には自信　特措法改正","A",1284,1,NA,7,199703,0,1,1,NA,0
39252,20505,3897,1997,4,2,199704,"特措法改正案、橋本首相訪米前成立へ　自民が働きかけ　参院の過半数にメド ","Y",645,NA,1,10,199703,1,1,1,NA,0
39317,20542,3951,1997,4,8,199704,"［オンライン］松下康雄日銀総裁にインタビュー　不良債権処理に道筋 ","Y",3108,NA,1,10,199703,0,1,0,NA,0
39353,20559,3978,1997,4,11,199704,"自民と民主、沖縄問題と医療保険改革で政策連合へ ","Y",337,NA,1,10,199704,0,1,0,NA,0
39379,18805,3116,1997,4,15,199704,"自民、社民と選挙協力せず　都道府県連に指示　来夏の参院選","A",1016,1,NA,10,199704,0,1,1,NA,0
39448,18840,3163,1997,4,21,199704,"秋田知事に新進系・寺田典城氏　食糧費批判票を吸収　自民は野党に","A",92,1,NA,10,199704,0,1,1,NA,0
39474,20623,4075,1997,4,23,199704,"憲法議連発足へ　自民・新進有志が「調査会」の国会設置めざす ","Y",818,NA,1,10,199704,0,1,1,NA,0
39607,20694,4185,1997,5,8,199705,"自民財政改革素案　教育予算を大幅圧縮　教員定数見直し ","Y",886,NA,1,9,199704,0,1,0,NA,0
39617,18919,3277,1997,5,9,199705,"林野事業、一部を民間委託　赤字圧縮に税金投入　自民改革本部","A",1118,1,NA,9,199705,0,1,0,NA,0
39630,20705,4203,1997,5,10,199705,"公共投資計画を３年延長　実施額を実質圧縮　自民党が方針固める ","Y",941,NA,1,9,199705,0,1,1,NA,0
39652,20718,4223,1997,5,12,199705,"住宅融資、公庫に一本化　年金・財形は廃止　自民行革本部が方針 ","Y",1163,NA,1,9,199705,0,1,0,NA,0
39655,20721,4226,1997,5,12,199705,"嶋崎均氏（元法相、自民党参議院議員）死去 ","Y",417,NA,1,9,199705,1,1,1,NA,0
39738,20764,4296,1997,5,20,199705,"自民行革本部が金利上げ提言へ　資産の海外流出懸念　日銀の判断に影響も ","Y",1076,NA,1,9,199705,0,1,0,NA,0
39759,18984,3371,1997,5,22,199705,"介護保険法案を可決　自民、社民と民主党が賛成　衆院委","A",684,1,NA,9,199705,0,1,1,NA,0
39765,20779,4319,1997,5,22,199705,"野村証券利益供与事件　責任者喚問か参考人招致　参院自民と平成会で一致 ","Y",131,NA,1,9,199705,0,1,1,NA,0
39805,19005,3400,1997,5,26,199705,"最終報告は来月初めに　財政構造改革で加藤紘一自民党幹事長","A",879,1,NA,9,199705,0,1,1,NA,0
39834,20812,4373,1997,5,28,199705,"首都機能移転・新官邸建設　計画凍結で一致　官房長官と自民幹事長が会談 ","Y",602,NA,1,9,199705,1,1,0,NA,0
39862,20827,4399,1997,5,31,199705,"総会屋不正利益供与　参院自民と平成会が野村、一勧の証人喚問を検討 ","Y",142,NA,1,9,199705,0,1,1,NA,0
39910,19059,3476,1997,6,5,199706,"９月に臨時国会　加藤自民幹事長と森総務会長一致","A",1688,1,NA,12,199705,0,1,1,NA,0
39913,20852,4446,1997,6,5,199706,"自民総裁選８月にも　話し合い再選図る　自民党３役一致 ","Y",956,NA,1,12,199705,0,1,1,NA,0
39927,19068,3489,1997,6,7,199706,"脳死判定、本人同意が条件　参院自民が修正案　臓器移植法案","A",1425,1,NA,12,199705,0,1,1,NA,0
